1;#NV;Article ID;Article URL;Title;Journal;Authors;Abstract;predict(47459:Include);Authors;Affiliations;Title;Abstract;Year;Type;Journal;Doi;Link;Database;metadata filetype;db index;match quality;meta_df_index;lookup;Title
4460;4510;10160213;https://sysrev.com/p/37916/article/10160213;Development of super 13Cr martensitic stainless steel for OCTG service;Sumitomo Search;"Ueda, Masakatsu; Kushida, Takahiro; Kondo, Kunio; Mori, Tomoki; Kudo, Takeo";Super 13Cr martensitic steel, which consists of 0.02 mass% C, 12 mass% Cr, 5.6 mass% Ni and 2 mass% Mo, was recently developed for service in a CO2 environment containing a small amount of H2S. The alloy was designed considering martensitic single phase, sulfide stress cracking (SSC) and localized corrosion resistances. The significant-improvement effect of the Mo on the resistances was seen in H2S containing CO2 environments. The limitation of H2S partial pressure from the viewpoint of SSC was 0.001 to 0.003 MPa, and that of temperature from the viewpoint of localized and general corrosions was about 175 °C. However, the H2S threshold pressure was strongly depending on Cl- ion concentration and was more than 0.01 MPa related to the stability of passive films as Cl- ion concentration was 100 ppm. Further, good corrosion resistance of the super 13Cr stainless steel was seen in the environment simulating a North sea field.;0.997;Ueda Masakatsu, Kushida Takahiro, Kondo Kunio, Mori Tomoki, Kudo Takeo;Tube & Steel Products Research, Dep;Development of super 13Cr martensitic stainless steel for OCTG service;Super 13Cr martensitic steel, which consists of 0.02 mass% C, 12 mass% Cr, 5.6 mass% Ni and 2 mass% Mo, was recently developed for service in a CO2 environment containing a small amount of H2S. The alloy was designed considering martensitic single phase, sulfide stress cracking (SSC) and localized corrosion resistances. The significant-improvement effect of the Mo on the resistances was seen in H2S containing CO2 environments. The limitation of H2S partial pressure from the viewpoint of SSC was 0.001 to 0.003 MPa, and that of temperature from the viewpoint of localized and general corrosions was about 175 °C. However, the H2S threshold pressure was strongly depending on Cl- ion concentration and was more than 0.01 MPa related to the stability of passive films as Cl- ion concentration was 100 ppm. Further, good corrosion resistance of the super 13Cr stainless steel was seen in the environment simulating a North sea field.;1994;Article;Sumitomo Search;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028531826&partnerID=40&md5=6593b145aac34ddcf99776940bc8d01a;Scopus;csv;2477;1.0;3984;True;#NV
4461;4511;10160215;https://sysrev.com/p/37916/article/10160215;Reproductive output of eiders Somateria m. mollissima on the southern border of its breeding range.;Ardea;Swennen, C.;The Dutch West-Frisian Islands represent the most southern offshoot of the breeding range of elder in Europe. Mean clutch size was 4.74 + or - 0.16 eggs (range 4.45-4.95) not markedly different from records of colonies more to the centre of the breeding range. Mean hatching success in the protected breeding areas in The Netherlands was high, >90% in 1959-1979. Only during 1962-1969 was nesting success lower, as was survival of adult females in the nesting period, as a consequence of pollution of the foraging grounds by chlorinated hydrocarbons. Duckling mortality in the nursery area (Wadden Sea), however, was variable and usually very high. In the Vlieland colony of 1700-2200 nests, the mean number of fledglings produced per female per year was only 0.29 (range 0.00-0.85). Production per female in the 5 colonies studies was unequal, but fluctuations from year-to-year ran parallel. Average fledgling production over all colonies was 0.47 per female per year. The proportions of the eggs laid that resulted in a fledgling were much lower than in the colonies in the centre of the breeding range. Thus, high duckling mortality may be the key factor determining the southern border of the distribution range of the eider in Europe.-from Author;0.16899999999999998;Swennen C.;#NV;Reproductive output of eiders Somateria m. mollissima on the southern border of its breeding range.;The Dutch West-Frisian Islands represent the most southern offshoot of the breeding range of elder in Europe. Mean clutch size was 4.74 + or - 0.16 eggs (range 4.45-4.95) not markedly different from records of colonies more to the centre of the breeding range. Mean hatching success in the protected breeding areas in The Netherlands was high, >90% in 1959-1979. Only during 1962-1969 was nesting success lower, as was survival of adult females in the nesting period, as a consequence of pollution of the foraging grounds by chlorinated hydrocarbons. Duckling mortality in the nursery area (Wadden Sea), however, was variable and usually very high. In the Vlieland colony of 1700-2200 nests, the mean number of fledglings produced per female per year was only 0.29 (range 0.00-0.85). Production per female in the 5 colonies studies was unequal, but fluctuations from year-to-year ran parallel. Average fledgling production over all colonies was 0.47 per female per year. The proportions of the eggs laid that resulted in a fledgling were much lower than in the colonies in the centre of the breeding range. Thus, high duckling mortality may be the key factor determining the southern border of the distribution range of the eider in Europe.-from Author;1983;Article;Ardea;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020868580&partnerID=40&md5=0dbb5ba167233a5c659c30aebba3b7b6;Scopus;csv;697;1.0;2204;True;#NV
4462;4512;10160218;https://sysrev.com/p/37916/article/10160218;( Sea pollution and its effects on the North Sea).;Geographische Rundschau;Rachor, E.;Shallows of the North Sea are more and more used to dispose of waste, especially via rivers. This pollution is spreading towards the relatively clean central and northern North Sea, which is examined in terms of its hydrology, the ecosystem, the sources and causes of pollution (from ships, of titanium dioxide, from sewage, from the air, from streams, burning at sea, radioactive wastes, oil).-D.J.Davis;0.002;Rachor E.;Inst. fur Meeresforschung, Am Handelshafen 12, 2850 Bremerhaven 1, FRG.;( Sea pollution and its effects on the North Sea). [Meeresschmutzung und ihre Auswirkungen in der Nordsee.];Shallows of the North Sea are more and more used to dispose of waste, especially via rivers. This pollution is spreading towards the relatively clean central and northern North Sea, which is examined in terms of its hydrology, the ecosystem, the sources and causes of pollution (from ships, of titanium dioxide, from sewage, from the air, from streams, burning at sea, radioactive wastes, oil).-D.J.Davis;1983;Article;Geographische Rundschau;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021062630&partnerID=40&md5=6ba4baaeb95f11bbbe8772683d8a9224;Scopus;csv;698;0.8224299065420562;2205;True;#NV
4466;4516;10160225;https://sysrev.com/p/37916/article/10160225;Numerical modelling of North Sea currents and water levels.;#NV;Davies, A.M.;In recent years with the advent of North Sea oil exploration an increasing emphasis has been placed on the currents, particularly meteorologically induced surface currents, which combined with surface waves are responsible for the major forces on offshore structures. Also in pollution problems associated with oil spillage, surface and near surface currents are particularly important. For storm surge modelling, a two-dimensional formulation is adequate for predicting changes in sea surface elevation. However, in order to examine current structure three dimensional models have recently been developed. In this paper recent advances in storm surge prediction models are presented and results from simulations of North Sea currents computed using three dimensional models are described. (from paper);0.34299999999999997;Davies A.M.;#NV;Numerical modelling of North Sea currents and water levels.;In recent years with the advent of North Sea oil exploration an increasing emphasis has been placed on the currents, particularly meteorologically induced surface currents, which combined with surface waves are responsible for the major forces on offshore structures. Also in pollution problems associated with oil spillage, surface and near surface currents are particularly important. For storm surge modelling, a two-dimensional formulation is adequate for predicting changes in sea surface elevation. However, in order to examine current structure three dimensional models have recently been developed. In this paper recent advances in storm surge prediction models are presented and results from simulations of North Sea currents computed using three dimensional models are described. (from paper);1983;Article;#NV;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040283208&partnerID=40&md5=1dc95d29f45b2ef5e45ebaa94e29617c;Scopus;csv;702;1.0;2209;True;#NV
4467;4517;10160227;https://sysrev.com/p/37916/article/10160227;Three-dimesional numerical models of currents.;MIAS NEWS BULL.;Davies, A.M.;Discusses three-dimensional models of currents, noting their importance for offshore engineering in the North Sea. Outlines a current measurement programme on the continental slope to the north and north west of the U.K. Describes determination of the residual circulation, of the North Sea, from which turn-over times can be computed, and potential pollution assessed. Outlines future developments in three-dimensional modesl such as inclusion of turbulence for better storm modelling. (C.J.U.);0.138;Davies A.M.;#NV;Three-dimesional numerical models of currents.;Discusses three-dimensional models of currents, noting their importance for offshore engineering in the North Sea. Outlines a current measurement programme on the continental slope to the north and north west of the U.K. Describes determination of the residual circulation, of the North Sea, from which turn-over times can be computed, and potential pollution assessed. Outlines future developments in three-dimensional modesl such as inclusion of turbulence for better storm modelling. (C.J.U.);1983;Article;MIAS NEWS BULL.;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020572412&partnerID=40&md5=d0bbf565bcda94a8a75044c50d55bbb7;Scopus;csv;703;1.0;2210;True;#NV
4468;4518;10160238;https://sysrev.com/p/37916/article/10160238;Annual and diurnal phenology of birdcall activity above the German Bight;Vogelwarte;"Hüppop, K.; Dierschke, J.; Hill, R.; Hüppop, O.";With regard to potential sites for the construction of offshore wind farms and to their possible threats for birds it is essential to enlarge the current knowledge on bird migration above the sea - especially during the night. Within a comprehensive study for the evaluation of offshore wind farms bird calls were registered automatically on a research platform in the south-eastern North Sea. The species identification of nocturnally migrating birds is almost exclusively possible only by means of their calls. Here, we present species-specific bird occurrence near an anthropogenic offshore structure in the total daily and yearly course on the basis of automatically registered calls. From 2004 to 2007, a total of 100 species was identified. Calls from 95,318 individuals (excluding the large gulls) were used for analyses. Three quarters were passerines (predominantly thrushes), furthermore mainly waders, terns and smaller gulls were detected. 79.4% of all individuals were registered during the night. High numbers of individuals, mostly of several species occurring together, were concentrated in only a few days/nights or even hours. Bird occurrence was much higher during autumn migration than during spring migration. A maximum of 5,236 birds of different species (corresponding to 392 Ind./h) was identified in the night from 28th to 29th October 2005. The migration periods of the short-/medium distance migrants were clearly distinguishable, otherwise not those of the long-distance passerine migrants, presumably due to their much minor ambition to call. In July mainly smaller gulls and terns, in August above all terns and waders (especially Redshank) and in winter some late smaller gulls and thrushes were registered. Generally, numbers increased continually with the beginning of the night and reached a maximum before sunrise. The fewest birds were detected in the late afternoon. Despite methodological constraints, the shown species-specific phenologies broadly match the migration times in the offshore area of the German Bight as recovered by trapping and/or by scheduled or coincidental visual observations of bird migration. Like these methods the acoustic recording cannot cover the whole occurrence of birds. Presumably, the number of birds is underestimated during fine and overestimated during adverse weather when birds reduce flight altitude. However, we assume that the birds registered acoustically on the platform reflect at least the low flying proportion of the calling species in the course of the year and in their daily variability. The opportunity to estimate numbers of low and thereby close to an anthropogenic obstruction flying birds using calls is - with regard to the evaluation of its collision risk and the introduction of mitigation and avoidance measures (site, short-term shutdown of the construction and optimization of illumination) - not exiguous. © DO-G, IfV, MPG 2012.;0.852;Hüppop K., Dierschke J., Hill R., Hüppop O.;"Institut für Vogelforschung Vogelwarte Helgoland, An der Vogelwarte 21, D-26386 Wilhelmshaven, Germany; Avitec Research GbR, Sachsenring 11, D-27711 Osterholz-Scharmbeck, Germany";Annual and diurnal phenology of birdcall activity above the German Bight [Jahres- und tageszeitliche phänologie der vogelrufaktivität über der Deutschen Bucht];With regard to potential sites for the construction of offshore wind farms and to their possible threats for birds it is essential to enlarge the current knowledge on bird migration above the sea - especially during the night. Within a comprehensive study for the evaluation of offshore wind farms bird calls were registered automatically on a research platform in the south-eastern North Sea. The species identification of nocturnally migrating birds is almost exclusively possible only by means of their calls. Here, we present species-specific bird occurrence near an anthropogenic offshore structure in the total daily and yearly course on the basis of automatically registered calls. From 2004 to 2007, a total of 100 species was identified. Calls from 95,318 individuals (excluding the large gulls) were used for analyses. Three quarters were passerines (predominantly thrushes), furthermore mainly waders, terns and smaller gulls were detected. 79.4% of all individuals were registered during the night. High numbers of individuals, mostly of several species occurring together, were concentrated in only a few days/nights or even hours. Bird occurrence was much higher during autumn migration than during spring migration. A maximum of 5,236 birds of different species (corresponding to 392 Ind./h) was identified in the night from 28th to 29th October 2005. The migration periods of the short-/medium distance migrants were clearly distinguishable, otherwise not those of the long-distance passerine migrants, presumably due to their much minor ambition to call. In July mainly smaller gulls and terns, in August above all terns and waders (especially Redshank) and in winter some late smaller gulls and thrushes were registered. Generally, numbers increased continually with the beginning of the night and reached a maximum before sunrise. The fewest birds were detected in the late afternoon. Despite methodological constraints, the shown species-specific phenologies broadly match the migration times in the offshore area of the German Bight as recovered by trapping and/or by scheduled or coincidental visual observations of bird migration. Like these methods the acoustic recording cannot cover the whole occurrence of birds. Presumably, the number of birds is underestimated during fine and overestimated during adverse weather when birds reduce flight altitude. However, we assume that the birds registered acoustically on the platform reflect at least the low flying proportion of the calling species in the course of the year and in their daily variability. The opportunity to estimate numbers of low and thereby close to an anthropogenic obstruction flying birds using calls is - with regard to the evaluation of its collision risk and the introduction of mitigation and avoidance measures (site, short-term shutdown of the construction and optimization of illumination) - not exiguous. © DO-G, IfV, MPG 2012.;2012;Article;Vogelwarte;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863630100&partnerID=40&md5=1607ba6a75b31104ca2a3a0fcad59edd;Scopus;csv;4783;0.8176100628930817;6290;True;#NV
4472;4522;10160251;https://sysrev.com/p/37916/article/10160251;Theoretical analysis of nuclear power plant waste water spreading in sea water environment.;IN: PROC. XX IAHR CONGRESS, (MOSCOW, U.S.S.R.: SEP. 5-9, 1983);"Nikolsky, N.A.; Sedov, V.M.; Fiodorov, A.L.";A mathematical model is presented for qualitative analysis of coastal nuclear power plant radioactive discharges spreading character over the medium depth sea aquatory considering additional contaminations from air. It is based on the example of the behaviour of discharge waters from nuclear power plants located on the coasts of the Baltic and North Seas taking into account meteorological situations sequence typical of the autumn-winter period. (A);0.08900000000000001;Nikolsky N.A., Sedov V.M., Fiodorov A.L.;#NV;Theoretical analysis of nuclear power plant waste water spreading in sea water environment.;A mathematical model is presented for qualitative analysis of coastal nuclear power plant radioactive discharges spreading character over the medium depth sea aquatory considering additional contaminations from air. It is based on the example of the behaviour of discharge waters from nuclear power plants located on the coasts of the Baltic and North Seas taking into account meteorological situations sequence typical of the autumn-winter period. (A);1983;Article;IN: PROC. XX IAHR CONGRESS, (MOSCOW, U.S.S.R.: SEP. 5-9, 1983);#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020516338&partnerID=40&md5=dd5e0e235624b943a66729cecae205b2;Scopus;csv;712;1.0;2219;True;#NV
4473;4523;10160254;https://sysrev.com/p/37916/article/10160254;137Cs deposition in Japanese temporary residents of England;Health Physics;"Togo, M.; Anzai, I.; Togo, T.";The authors have shown that deposited 137Cs in the Japanese who temporarily resided in England was most likely to have come through fish from the North Sea, being slightly polluted with the nuclide discharged fromSellafield, and the 137Cs deposited in England decreased after return to Japan, in spite of increased fish, shellfish and seaweed consumption, which are only contaminated with 137Cs from weapon tests' fallout.;0.489;Togo M., Anzai I., Togo T.;Dep. Radiol. Health, Fac. Med., Univ. Tokyo, Bunkyo-ku, Tokyo 113, Japan;137Cs deposition in Japanese temporary residents of England;The authors have shown that deposited 137Cs in the Japanese who temporarily resided in England was most likely to have come through fish from the North Sea, being slightly polluted with the nuclide discharged fromSellafield, and the 137Cs deposited in England decreased after return to Japan, in spite of increased fish, shellfish and seaweed consumption, which are only contaminated with 137Cs from weapon tests' fallout.;1983;Article;Health Physics;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020972492&partnerID=40&md5=387b4b299c588bbe9fecadf485f73553;Scopus;csv;714;1.0;2221;True;#NV
4474;4524;10160256;https://sysrev.com/p/37916/article/10160256;Recent anomalies in mean and high tidal water levels at the German North Sea coastline;Journal of Coastal Research;"Toppe, A.; Fuhrboter, A.";At the German North Sea coastline, an increase in frequency, height and duration of storm floods, especially at the northernmost part of the coastline, since about 1960 can be observed. At the same time, an anomalously increase in MTR occurred because of a sudden decrease of MLW. The storm surge anomalies could only happen if the meteorological conditions have changed. But time series of mean air pressure and wind data in the German Bight which have been derived from geostrophic wind show no such change. The increase in storm surge activity is linked to a stronger atmospheric circulation which is a result of a higher temperature gradient between the equator and the Arctic. Therefore, there is a connection with larger area climatic changes. -Authors;0.759;Toppe A., Fuhrboter A.;Technical University, Dept for Hydromechanics and Coastal Engineering, D-3300 Braunschweig, Germany, Germany;Recent anomalies in mean and high tidal water levels at the German North Sea coastline;At the German North Sea coastline, an increase in frequency, height and duration of storm floods, especially at the northernmost part of the coastline, since about 1960 can be observed. At the same time, an anomalously increase in MTR occurred because of a sudden decrease of MLW. The storm surge anomalies could only happen if the meteorological conditions have changed. But time series of mean air pressure and wind data in the German Bight which have been derived from geostrophic wind show no such change. The increase in storm surge activity is linked to a stronger atmospheric circulation which is a result of a higher temperature gradient between the equator and the Arctic. Therefore, there is a connection with larger area climatic changes. -Authors;1994;Article;Journal of Coastal Research;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028194311&partnerID=40&md5=2e89ee0422ba968782a999da675d8dd7;Scopus;csv;2498;1.0;4005;True;#NV
4477;4527;10160260;https://sysrev.com/p/37916/article/10160260;Bioindication in aquatic ecosystems;(Bioindication in aquatic ecosystems;Gunkel, G.;"Describes the basics of bioindication in aquatic ecosystems and also the application and assessment of biological water surveillance using the following examples: inland waters; groundwater and coastal waters of the North Sea and the Baltic Sea. After a description of the ecological state of waters, the authors of the different chapters list criteria for its assessment, in which toxic levels are achieved through indicator organisms and quality targets. A methodical part gives a description of the bioindication procedure and includes all areas of bioindication, from toxicity tests to biosensors, biomonitors, water quality, and monitoring. The book closes with comments on legal aspects for the protection of aquatic ecosystems. -V.E.West";0.002;Gunkel G.;#NV;Bioindication in aquatic ecosystems [Bioindikation in aquatischen Okosystemen];"Describes the basics of bioindication in aquatic ecosystems and also the application and assessment of biological water surveillance using the following examples: inland waters; groundwater and coastal waters of the North Sea and the Baltic Sea. After a description of the ecological state of waters, the authors of the different chapters list criteria for its assessment, in which toxic levels are achieved through indicator organisms and quality targets. A methodical part gives a description of the bioindication procedure and includes all areas of bioindication, from toxicity tests to biosensors, biomonitors, water quality, and monitoring. The book closes with comments on legal aspects for the protection of aquatic ecosystems. -V.E.West";1994;Article;(Bioindication in aquatic ecosystems;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041146144&partnerID=40&md5=5cf3b2abff03733f7477b11c5b934d63;Scopus;csv;2502;0.8162393162393163;4009;True;#NV
4485;4535;10160285;https://sysrev.com/p/37916/article/10160285;The influence of sea-level rise on tides and storm tides in the German Bight;Kuste;"Stengel, T.; Zielke, W.";Two phenomena relating to changes in the tidal dynamics of the German Bight are presently under discussion. The first concerns the significant increase in the tidal range and high water level within the past 40 years. The second is the predicted increase in the rate of mean sea level rise as a result of expected climate changes. The investigations show that a mean sea level rise will result in significant changes in the tidal dynamics (tidal range, flow velocities and tidally-induced residual currents), in the German Bight and the Elbe Estuary especially close to the coastline. For example, the tidal range at some coastal gauges will increase by more than 30% of the mean sea level rise. A greater increase can be expected in the Elbe Estuary. The inter-tidal areas are an important component of coastal protection. In order to estimate their future influence on the tidal dynamics, computations were done considering a possible increase of the inter-tidal area associated with an increased mean sea level. The calculations of the influence of a mean sea level rise on the behaviour of storm surges are restricted to historical events. It is unlikely that the increase in peak water levels in the German Bight will be significantly greater than the rise in the m.s.l., except in the Elbe Estuary where peak water levels may rise to a greater extent for certain types of storm tides. -after English summary;0.002;Stengel T., Zielke W.;#NV;The influence of sea-level rise on tides and storm tides in the German Bight [Der Einfluss eines Meeresspiegelanstiegs auf Gezeiten und Sturmfluten in der Deutschen Bucht];Two phenomena relating to changes in the tidal dynamics of the German Bight are presently under discussion. The first concerns the significant increase in the tidal range and high water level within the past 40 years. The second is the predicted increase in the rate of mean sea level rise as a result of expected climate changes. The investigations show that a mean sea level rise will result in significant changes in the tidal dynamics (tidal range, flow velocities and tidally-induced residual currents), in the German Bight and the Elbe Estuary especially close to the coastline. For example, the tidal range at some coastal gauges will increase by more than 30% of the mean sea level rise. A greater increase can be expected in the Elbe Estuary. The inter-tidal areas are an important component of coastal protection. In order to estimate their future influence on the tidal dynamics, computations were done considering a possible increase of the inter-tidal area associated with an increased mean sea level. The calculations of the influence of a mean sea level rise on the behaviour of storm surges are restricted to historical events. It is unlikely that the increase in peak water levels in the German Bight will be significantly greater than the rise in the m.s.l., except in the Elbe Estuary where peak water levels may rise to a greater extent for certain types of storm tides. -after English summary;1994;Article;Kuste;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028592829&partnerID=40&md5=2e908da9e5ef077f851a48355146f5bd;Scopus;csv;2509;0.8148148148148149;4016;True;#NV
4494;4544;10160314;https://sysrev.com/p/37916/article/10160314;Marine pollution gets international attention;Forum for Applied Research & Public Policy;"Broadus, J.; Kaoru, Y.; Repetto, S.; Demisch, S.";Most marine pollution comes from the land, and the best way to control it is through regional agreements among the nations that contribute to it. Control works best within a regional framework because states that border the same sea use it as a common pool to discharge pollutants and thus jointly suffer the resulting damages or, conversely, the benefits derived from remediation. Three large international bodies of water - the Baltic Sea, North Sea, and Mediterranean Sea - are benefiting from such regional attention. The Baltic and North Sea agreements, which data from the mid-1970s, are proving effective in reducing pollution levels in the two bodies of water, but the more recent Mediterranean agreement has few tangible results thus far. -from Editor;0.009000000000000001;Broadus J., Kaoru Y., Repetto S., Demisch S.;#NV;Marine pollution gets international attention;Most marine pollution comes from the land, and the best way to control it is through regional agreements among the nations that contribute to it. Control works best within a regional framework because states that border the same sea use it as a common pool to discharge pollutants and thus jointly suffer the resulting damages or, conversely, the benefits derived from remediation. Three large international bodies of water - the Baltic Sea, North Sea, and Mediterranean Sea - are benefiting from such regional attention. The Baltic and North Sea agreements, which data from the mid-1970s, are proving effective in reducing pollution levels in the two bodies of water, but the more recent Mediterranean agreement has few tangible results thus far. -from Editor;1994;Article;Forum for Applied Research & Public Policy;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028099509&partnerID=40&md5=d9652d1fadd1b8cdfd15c62e12e811af;Scopus;csv;2520;1.0;4027;True;#NV
4498;4548;10160320;https://sysrev.com/p/37916/article/10160320;Field testing passive acoustic devices designed to reduce the entanglement of small cetaceans in fishing gear;Gillnets and cetaceans;"Goodson, A.D.; Mayo, R.H.; Klinowska, M.; Bloom, P.R.S.";Field trials to examine the behaviour of wild bottlenose dolphins Tursiops truncatus in the presence of passive acoustic deterrents supported in a surface set gillnet configuration were carried out in September 1991 and 1992 in the Moray Firth, Scotland. Avoidance behaviour was consistently initiated at ranges >50m. A sea trial using commercial tuna gillnet gear was undertaken in which a sidescan soar was used to evaluate the accoustic detectability of both modified and unmodified components. -from Authors;0.018000000000000002;Goodson A.D., Mayo R.H., Klinowska M., Bloom P.R.S.;Electronic & Elect. Eng. Dept, Loughborough Univ. of Technology, Loughborough, UK;Field testing passive acoustic devices designed to reduce the entanglement of small cetaceans in fishing gear;Field trials to examine the behaviour of wild bottlenose dolphins Tursiops truncatus in the presence of passive acoustic deterrents supported in a surface set gillnet configuration were carried out in September 1991 and 1992 in the Moray Firth, Scotland. Avoidance behaviour was consistently initiated at ranges >50m. A sea trial using commercial tuna gillnet gear was undertaken in which a sidescan soar was used to evaluate the accoustic detectability of both modified and unmodified components. -from Authors;1994;Article;Gillnets and cetaceans;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028681387&partnerID=40&md5=7c2d02992724739fd1e96db9b2c5272b;Scopus;csv;2537;1.0;4044;True;#NV
4499;4549;10160322;https://sysrev.com/p/37916/article/10160322;NATURE IN NEW WADDEN-POLDERS CONSERVATION BY EXPLOITATION.;Papers International Symposium - Polders of the World. Volume 3: Late Papers.;Joenje, W.;#NV;0.13;Joenje W.;#NV;NATURE IN NEW WADDEN-POLDERS CONSERVATION BY EXPLOITATION.;[No abstract available];1982;Conference Paper;#NV;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020235909&partnerID=40&md5=c1848933946d55c2428ccfe93a11d320;Scopus;csv;738;1.0;2245;True;#NV
4500;4550;10160323;https://sysrev.com/p/37916/article/10160323;DETERMINATION OF THERMAL POLLUTION OF THE RIVER MEUSE.;Effects of Waste Disposal on Groundwater and Surface Water. Proceedings of a Symposium held during the 1st Scientific General Assembly of the International Association of Hydrological Sciences;"Schouten, C.J.; De Bruin, H.A.R.";#NV;0.0;Schouten C.J., De Bruin H.A.R.;#NV;DETERMINATION OF THERMAL POLLUTION OF THE RIVER MEUSE.;[No abstract available];1982;Conference Paper;IAHS-AISH Publication;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020301282&partnerID=40&md5=7ea2d522f2b2d428ddc63157f29ba97a;Scopus;csv;739;1.0;2246;True;#NV
4501;4551;10160324;https://sysrev.com/p/37916/article/10160324;REVIEW OF CHAPTER 3: COMPARATIVE NOTE ON THE EXPLOITATION AND DRAINAGE OF THE PEAT FENS NEAR THE WASH.;Proceedings of the Symposium on Peat Lands below Sea Level.;Ravensdale, J.R.;#NV;0.0;Ravensdale J.R.;#NV;REVIEW OF CHAPTER 3: COMPARATIVE NOTE ON THE EXPLOITATION AND DRAINAGE OF THE PEAT FENS NEAR THE WASH.;[No abstract available];1982;Conference Paper;International Institute for Land Reclamation and Improvement, ILRI Publication;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020271259&partnerID=40&md5=cbdbc412e062cd261cbbd71fc7cedfba;Scopus;csv;740;1.0;2247;True;#NV
4504;4554;10160329;https://sysrev.com/p/37916/article/10160329;Diminished fertility in seals in the Netherlands, possibly resulting from exposure to large amounts of polychlorinated biphenyls (author's transl);Tijdschrift voor diergeneeskunde;Reijnders, P.J.;The number of seals in the coastal waters of the Netherlands has been considerably reduced since 1950: in the Wadden Sea, it decreased from 3,000 to 500, in the Delta area, from 1,500 to merely a few animals. Studies on population dynamics during the period from 1974 to 1978 showed that reproduction among the seal population in the Netherlands Wadden Sea is too small compared with the stable population of Schleswig-Holstein. Investigations on the role of environmental factors in diminished reproduction centered on the factor water pollution. Analysis of the various contaminants in the tissues of seals of the Netherlands. Schleswig-Holstein and Denmark, which were found dead, showed tha particularly the concentrations of polychlorinated biphenyls in seals of the Netherlands were significantly higher than they were in German and Danish animals. The epidemiological and experimental findings on the characteristics of these contaminants, in conjunction with the high concentrations of polychlorinated biphenyls and the decrease in reproduction of seals in the Netherlands, led to the hypothesis that polychlorinated biphenyls are the cause of diminished fertility of seals in the Netherlands.;0.015;Reijnders P.J.;#NV;Diminished fertility in seals in the Netherlands, possibly resulting from exposure to large amounts of polychlorinated biphenyls (author's transl) [Verminderde vruchtbaarheid bij Nederlandse zeehonden als mogelijk gevolg van hog PCB-belasting.];The number of seals in the coastal waters of the Netherlands has been considerably reduced since 1950: in the Wadden Sea, it decreased from 3,000 to 500, in the Delta area, from 1,500 to merely a few animals. Studies on population dynamics during the period from 1974 to 1978 showed that reproduction among the seal population in the Netherlands Wadden Sea is too small compared with the stable population of Schleswig-Holstein. Investigations on the role of environmental factors in diminished reproduction centered on the factor water pollution. Analysis of the various contaminants in the tissues of seals of the Netherlands. Schleswig-Holstein and Denmark, which were found dead, showed tha particularly the concentrations of polychlorinated biphenyls in seals of the Netherlands were significantly higher than they were in German and Danish animals. The epidemiological and experimental findings on the characteristics of these contaminants, in conjunction with the high concentrations of polychlorinated biphenyls and the decrease in reproduction of seals in the Netherlands, led to the hypothesis that polychlorinated biphenyls are the cause of diminished fertility of seals in the Netherlands.;1982;Article;Tijdschrift voor diergeneeskunde;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020483338&partnerID=40&md5=b8e8d826fbad40b180b07c67068d9ef9;Scopus;csv;745;0.866120218579235;2252;True;#NV
4506;4556;10160333;https://sysrev.com/p/37916/article/10160333;Discharge to the North Sea;Water Engineering and Management;Cockburn, A.;#NV;0.514;Cockburn A.;#NV;Discharge to the North Sea;[No abstract available];1982;Article;Water Engineering and Management;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019999854&partnerID=40&md5=7056fa2065cb555b3501ca3a5f685239;Scopus;csv;748;1.0;2255;True;#NV
