...1,pdf_name,title,year,Article ID,Article_URL,Include,Exclusion criteria,Other exclusion criteria,Paper type,Anthropogenic driver(s),Precision_of_the driver(s),"Precision of the driver(s) if """"other""""",Analyzed impact(s),"Analyzed impact(s) if """"other""""",Nature of the study population,"Nature of the population if """"other""""",Organizational level,ICES major location,ICES_medium_location(s),Habitat_type(s),"Habitat type if """"other""""",Main_methodology,Spatial dimension,Temporal dimension,Solution_investigated,Comment
1354,9366853,An integrated approach for assessing the relative significance of human pressures and environmental forcing on the status of Large Marine Ecosystems,2009,14882266,https://sysrev.com/p/99278/article/14882266,TRUE,NA,NA,Primary_research_article,Global_change,Global_change,NA,Multiple,NA,All,NA,Ecosystem,IVa||| IVb|||IVc,1|||2|||3|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1355,9366854,Monitoring North Sea oil production discharges using passive sampling devices coupled with in vitro bioassay techniques,2010,14881876,https://sysrev.com/p/99278/article/14881876,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVa,1,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1356,9366855,Rapid warming of Large Marine Ecosystems,2009,14883472,https://sysrev.com/p/99278/article/14883472,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_physical_water_properties,NA,Physical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1357,9366856,The whelk (Buccinum undatum L.) in the western Dutch Wadden Sea in the period 1946–1970: Assessment of population characteristics and fishery impact,2010,14884896,https://sysrev.com/p/99278/article/14884896,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Benthos,NA,Population,IVc,6,Not_specified,NA,Modelling,FALSE,TRUE,Not_tested,NA
1358,9366859,Evaluation of the quality of the North Sea herring assessment,2009,14881550,https://sysrev.com/p/99278/article/14881550,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,TRUE,Not_tested,NA
1359,9366860,Monitoring of water quality in the coastal zone using optical remote sensing,2009,14886057,https://sysrev.com/p/99278/article/14886057,FALSE,Other,Only_product_description,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1360,9366862,International co-operation on Rhine water quality 1945–2008: An example to follow?,2009,14884534,https://sysrev.com/p/99278/article/14884534,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1361,9366864,Living in a high CO2world: impacts of global climate change on marine phytoplankton,2009,14882913,https://sysrev.com/p/99278/article/14882913,TRUE,NA,NA,Review,Climate_change,pH|||Temperature|||Salinity,NA,Multiple,NA,Phytoplankton,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,FALSE,Not_tested,NA
1362,9366865,Pockmarks: Refuges for marine benthic biodiversity,2009,14886421,https://sysrev.com/p/99278/article/14886421,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Destructive_fisheries_seabed,NA,Change_biomass_abundance|||Change_diversity,NA,Benthos,NA,Community,IVa,Norvegian_coast,Other,Pockmark,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1363,9366874,"Nutrient transfer in three contrasting NW European watersheds: The Seine, Somme, and Scheldt Rivers. A comparative application of the Seneque/Riverstrahler model",2009,14886177,https://sysrev.com/p/99278/article/14886177,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1364,9366876,Microwave Treatment of Oil-Contaminated Drill Cuttings at Pilot Scale,2009,14882719,https://sysrev.com/p/99278/article/14882719,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Experiment,FALSE,FALSE,Management,NA
1365,9366879,Long-Term Trends in the Prevalence of Cancer and Other Major Diseases Among Flatfish in the Southeastern North Sea as Indicators of Changing Ecosystem Health,2009,14885698,https://sysrev.com/p/99278/article/14885698,TRUE,NA,NA,Primary_research_article,Direct_exploitation|||Pollution,Fishing_exploitation|||Chemical_hazardous_substances,NA,Change_physiology,NA,Fish,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1366,9366886,Carbonate chemistry in the coastal zone responds more strongly to eutrophication than ocean acidification,2009,14882897,https://sysrev.com/p/99278/article/14882897,TRUE,NA,NA,Primary_research_article,Climate_change|||Pollution,pH|||Nutrient_input_N_P,NA,Change_biogeochemical_fluxes|||Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVc,6,Not_specified,NA,Modelling,FALSE,TRUE,Not_tested,NA
1367,9366887,Invasion phylogeography of the Ponto‐Caspian crustacean Limnomysis benedeni dispersing across Europe,2009,14882559,https://sysrev.com/p/99278/article/14882559,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1368,9366889,Long-Term Ecological Change in the Northern Wadden Sea,2010,14881053,https://sysrev.com/p/99278/article/14881053,TRUE,NA,NA,Book_chapter,Climate_change|||Biological_invasion|||Pollution,Temperature|||Sea_level_rise|||Non_native_species_introduction|||Nutrient_input_N_P,NA,Multiple,NA,Phytoplankton|||Zooplankton|||Benthos,NA,Ecosystem,IVb,6,Not_specified,NA,Review,FALSE,TRUE,Not_tested,NA
1369,9366890,Long-Term Model Simulation of Environmental Conditions to Identify Externally Forced Signals in Biological Time Series,2010,14883234,https://sysrev.com/p/99278/article/14883234,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1370,9366891,Trophic role of Atlantic cod in the ecosystem,2009,14886643,https://sysrev.com/p/99278/article/14886643,TRUE,NA,NA,Review,Global_change,Global_change,NA,Multiple,NA,Fish,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1371,9366895,Effects of ocean acidification and warming on the larval development of the spider crab Hyas araneus from different latitudes (54° vs. 79°N),2010,14881311,https://sysrev.com/p/99278/article/14881311,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature|||pH,NA,Change_life_history_traits,NA,Benthos,NA,Population,IVb,6,Not_specified,NA,Experiment,TRUE,FALSE,Not_tested,NA
1372,9366906,The dangers of ignoring stock complexity in fishery management: the case of the North Sea cod,2008,14882863,https://sysrev.com/p/99278/article/14882863,TRUE,NA,NA,Other,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_genetic,NA,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,FALSE,Management,NA
1373,9366907,Concentrations of chlorinated and brominated contaminants and their metabolites in serum of harbour seals and harbour porpoises,2009,14886649,https://sysrev.com/p/99278/article/14886649,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
1374,9366909,Biomagnification of naturally-produced methoxylated polybrominated diphenyl ethers (MeO-PBDEs) in harbour seals and harbour porpoises from the Southern North Sea,2009,14885250,https://sysrev.com/p/99278/article/14885250,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level|||Change_physiology,NA,Marine_mammals,NA,Individual,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
1375,9366911,Ecological Benchmarking to Explore Alternative Fishing Schemes to Protect Endangered Species by Substitution: The Danish Demersal Fishery in the North Sea,2008,14882176,https://sysrev.com/p/99278/article/14882176,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,FALSE,Management,NA
1376,9366920,ORIGINAL ARTICLE: Implications of fisheries‐induced evolution for stock rebuilding and recovery,2009,14881702,https://sysrev.com/p/99278/article/14881702,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1377,9366921,Ecosystem engineering and biodiversity in coastal sediments: posing hypotheses,2009,14881393,https://sysrev.com/p/99278/article/14881393,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1378,9366924,Recruitment in a changing environment: the 2000s North Sea herring recruitment failure,2009,14884426,https://sysrev.com/p/99278/article/14884426,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1379,9366932,Recovery of UK seabed habitats from benthic fishing and aggregate extraction—towards a cumulative impact assessment,2010,14885796,https://sysrev.com/p/99278/article/14885796,TRUE,NA,NA,Primary_research_article,Direct_exploitation|||Sea_use_change,Destructive_fisheries_seabed|||Other,Aggregate_extraction,Change_biomass_abundance|||Quantification_driver|||Degradation_habitat_loss,NA,Benthos,NA,Community,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1380,9366934,Development and application of an algorithm for detecting Phaeocystis globosa blooms in the Case 2 Southern North Sea waters,2008,14884716,https://sysrev.com/p/99278/article/14884716,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1381,9366936,The impact of seabed disturbance on nematode communities: linking field and laboratory observations,2009,14884343,https://sysrev.com/p/99278/article/14884343,TRUE,NA,NA,Primary_research_article,Sea_use_change|||Direct_exploitation,Coastal_development|||Civil_engineering_works|||Destructive_fisheries_seabed,NA,Change_diversity|||Change_trophic_functioning,NA,Benthos,NA,Community,IVb,4,Not_specified,NA,Field_observations_measurement|||Experiment,TRUE,TRUE,Not_tested,NA
1382,9366939,"Assessment of the eutrophication status of transitional, coastal and marine waters within OSPAR",2009,14886136,https://sysrev.com/p/99278/article/14886136,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1383,9366940,Relationship between eutrophication reference conditions and boundary settings considering OSPAR recommendations and the Water Framework Directive—examples from the German Bight,2009,14884148,https://sysrev.com/p/99278/article/14884148,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P|||Oxygen|||Salinity,NA,Multiple,NA,Benthos|||Phytoplankton|||Fish|||Chemical,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1384,9366941,Increasing marginal returns and the danger of collapse of commercially valuable fish stocks,2008,14886483,https://sysrev.com/p/99278/article/14886483,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1385,9366943,An annotated checklist of North Sea cartilaginous fish species,2009,14883102,https://sysrev.com/p/99278/article/14883102,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1386,9366944,Green Light for Nocturnally Migrating Birds,2008,14886416,https://sysrev.com/p/99278/article/14886416,TRUE,NA,NA,Primary_research_article,Pollution,Civil_engineering_works,NA,Change_distribution,NA,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
1387,9366945,Effects of regular and irregular temporal patterns of disturbance on biomass accrual and species composition of a subtidal hard-bottom assemblage,2008,14882751,https://sysrev.com/p/99278/article/14882751,TRUE,NA,NA,Primary_research_article,Sea_use_change,Other,Disturbance as in removal of biomass,Multiple,NA,Phytoplankton|||Benthos,NA,Community,IVb,6,Not_specified,NA,NA,FALSE,TRUE,Not_tested,NA
1388,9366947,Population dynamics of the invasive Pacific oyster Crassostrea gigas during the early stages of an outbreak in the Wadden Sea (Germany),2008,14882060,https://sysrev.com/p/99278/article/14882060,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_biomass_abundance,NA,Benthos,NA,Population,IVb,6,Oyster_mussel_bed,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1389,9366954,Climate change and the spring bloom: a mesocosm study on the influence of light and temperature on phytoplankton and mesozooplankton,2010,14883827,https://sysrev.com/p/99278/article/14883827,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1390,9366955,Variability of epifauna and temperature in the northern North Sea,2009,14882089,https://sysrev.com/p/99278/article/14882089,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1391,9366970,Banking on cod: Exploring economic incentives for recovering Grand Banks and North Sea cod fisheries,2010,14886536,https://sysrev.com/p/99278/article/14886536,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,FALSE,FALSE,Management,NA
1392,9366984,The Gray Zone: Relationships between habitat loss and marine diversity and their applications in conservation,2008,14881099,https://sysrev.com/p/99278/article/14881099,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1393,9366987,Assessment of environmental stress with a biological index based on opportunistic species,2008,14886086,https://sysrev.com/p/99278/article/14886086,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_diversity|||Change_biomass_abundance,NA,Benthos,NA,Community,IVa||| IVb,1|||2,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1394,9366994,Accumulation and fragmentation of plastic debris in global environments,2009,14884421,https://sysrev.com/p/99278/article/14884421,TRUE,NA,NA,Review,Pollution,Plastic_litter,NA,Quantification_driver,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1395,9367001,Biological effect monitoring in dab (Limanda limanda) using gene transcript of CYP1A1 or EROD—a comparison,2008,14883769,https://sysrev.com/p/99278/article/14883769,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_contamination_level|||Change_physiology,NA,Fish,NA,Individual,IVb|||IVc,2|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1396,9367003,Inter-species differences for polychlorinated biphenyls and polybrominated diphenyl ethers in marine top predators from the Southern North Sea: Part 1. Accumulation patterns in harbour seals and harbour porpoises,2009,14885191,https://sysrev.com/p/99278/article/14885191,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1397,9367006,Inter-species differences for polychlorinated biphenyls and polybrominated diphenyl ethers in marine top predators from the Southern North Sea: Part 2. Biomagnification in harbour seals and harbour porpoises,2009,14883282,https://sysrev.com/p/99278/article/14883282,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Bioaccumulation_TL,NA,Marine_mammals,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
1398,9367007,Management strategy evaluation for North Sea haddock,2008,14885423,https://sysrev.com/p/99278/article/14885423,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation|||Fishing_incidental_or_bycatch,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,FALSE,TRUE,Management,NA
1399,9367011,Bycatch in gillnet fisheries – An overlooked threat to waterbird populations,2009,14881100,https://sysrev.com/p/99278/article/14881100,TRUE,NA,NA,Review,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Change_biomass_abundance|||Incidental_mortality,NA,Seabirds,NA,Community,IVa|||IVc,3|||6,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1400,9367012,Assessing the value of information for water quality management in the North Sea,2009,14886039,https://sysrev.com/p/99278/article/14886039,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_chemical_water_properties|||Change_Harmful_algal_blooms,NA,Chemical,NA,Not_applicable,IVc,6,Not_specified,NA,Modelling,TRUE,FALSE,Management,Management_increased_monitoring
1401,9367013,Mixed-fishery or ecosystem conundrum? Multispecies considerations inform thinking on long-term management of North Sea demersal stocks,2009,14885870,https://sysrev.com/p/99278/article/14885870,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,All,NA,Ecosystem,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,FALSE,TRUE,Management,NA
1402,9367014,Intersection–union tests for characterising recent changes in smoothed indicator time series,2009,14885590,https://sysrev.com/p/99278/article/14885590,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Community,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
1403,9367015,The North Sea benthic system: a 36 year time-series,2008,14884193,https://sysrev.com/p/99278/article/14884193,TRUE,NA,NA,Primary_research_article,Climate_change|||Direct_exploitation,Temperature||| Fishing_exploitation,NA,Change_biomass_abundance|||Change_diversity,NA,Benthos,NA,Population,IVb,4,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
1404,9367017,"Guidelines for seagrass restoration: Importance of habitat selection and donor population, spreading of risks, and ecosystem engineering effects",2009,14882734,https://sysrev.com/p/99278/article/14882734,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1405,9367019,An “Olympic” framework for a green decommissioning of an offshore oil platform,2009,14885594,https://sysrev.com/p/99278/article/14885594,TRUE,NA,NA,Primary_research_article,Pollution|||Sea_use_change,Oils_hydrocarbons_related|||Civil_engineering_works|||Metal_substances,NA,Change_chemical_water_properties|||Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Management,NA
1406,9367031,"An Environmental History of North Sea Ling and Cod Fisheries, 1840–1914. By Rene Taudal Poulsen. Esbjerg, Denmark: Fiskeri-og Sofartsmuseets Forlag, 2007. 306 pp. Illustrations, maps, figures, tables, and bibliography. Paper. 100 Danish kroner",2009,14884539,https://sysrev.com/p/99278/article/14884539,FALSE,Abstract_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1407,9367032,The impact of temperature change on the activity and community composition of sulfate‐reducing bacteria in arctic versus temperate marine sediments,2009,14883028,https://sysrev.com/p/99278/article/14883028,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_life_history_traits|||Change_biomass_abundance,NA,Bacteria_other_microorganisms,NA,Community,IVb,6,Not_specified,NA,Experiment,TRUE,FALSE,Not_tested,NA
1408,9367034,"Methods for the determination of phenolic brominated flame retardants, and by-products, formulation intermediates and decomposition products of brominated flame retardants in water",2009,14886169,https://sysrev.com/p/99278/article/14886169,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1409,9367036,Trophic amplification of climate warming,2009,14886394,https://sysrev.com/p/99278/article/14886394,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_trophic_functioning,NA,Phytoplankton|||Zooplankton|||Benthos|||Fish,NA,Ecosystem,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
1410,9367042,Chapter 3 Effects of Climate Change and Commercial Fishing on Atlantic Cod Gadus morhua,2009,14885668,https://sysrev.com/p/99278/article/14885668,TRUE,NA,NA,Book_chapter,Climate_change|||Direct_exploitation,Temperature||| Fishing_exploitation,NA,Multiple,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,TRUE,Management,NA
1411,9367043,Rapid biogeographical plankton shifts in the North Atlantic Ocean,2009,14882725,https://sysrev.com/p/99278/article/14882725,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_distribution,NA,Zooplankton,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1412,9367044,Spatio-temporal associations between harbour porpoise Phocoena phocoena and specific fisheries in the German Bight,2009,14884474,https://sysrev.com/p/99278/article/14884474,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish|||Marine_mammals,NA,Population,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1413,9367049,Impact of anthropogenic ocean acidification on thermal tolerance of the spider crab &amp;lt;i&amp;gt;Hyas araneus&amp;lt;/i&amp;gt;,2009,14883708,https://sysrev.com/p/99278/article/14883708,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature|||pH,NA,Change_physiology,NA,Benthos,NA,Individual,IVb,6,Not_specified,NA,Experiment,FALSE,FALSE,Not_tested,NA
1414,9367053,"Organochlorine Compounds in Blue Mussels, Mytilus edulis, and Pacific Oysters, Crassostrea gigas, from Seven Sites in the Lower Saxonian Wadden Sea, Southern North Sea",2009,14883369,https://sysrev.com/p/99278/article/14883369,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Benthos,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1415,9367054,Concentrations of Selected Essential and Non-essential Elements in Blood of Harbor Seal (Phoca vitulina) Pups of the German North Sea,2008,14884248,https://sysrev.com/p/99278/article/14884248,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
1416,9367057,Quantification of species selectivity by using separating devices at different locations in two whitefish demersal trawls,2009,14881995,https://sysrev.com/p/99278/article/14881995,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Change_biomass_abundance|||Change_demographic_structure,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
1417,9367064,Conjectures on future climate effects on marine ecosystems dominated by small pelagic fish,2001,14885080,https://sysrev.com/p/99278/article/14885080,TRUE,NA,NA,Review,Climate_change,Other,climate_change scenarios,Multiple,NA,Physical|||Chemical|||Phytoplankton|||Zooplankton|||Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1418,9367070,The effects of shoreface nourishments on Spisula and scoters in The Netherlands,2009,14881091,https://sysrev.com/p/99278/article/14881091,TRUE,NA,NA,Primary_research_article,Sea_use_change,Coastal_development,NA,Change_biomass_abundance,NA,Benthos|||Seabirds,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1419,9367072,Mapping fisheries in the German exclusive economic zone with special reference to offshore Natura 2000 sites,2009,14883943,https://sysrev.com/p/99278/article/14883943,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Quantification_driver,NA,Fish|||Benthos,NA,Population,IVb,2|||6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Management,NA
1420,9367075,"Strategic priorities for assessing ecological impacts of marine renewable energy devices in the Pentland Firth (Scotland, UK)",2009,14880977,https://sysrev.com/p/99278/article/14880977,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1421,9367076,ASSESSMENT CRITERIA FOR THE IDENTIFICATION OF HUMAN IMPACTS ON WATER BODIES BY MORPHODYNAMIC INVESTIGATIONS,2009,14881963,https://sysrev.com/p/99278/article/14881963,TRUE,NA,NA,Primary_research_article,Sea_use_change,Coastal_development,NA,Change_physical_sediment_properties|||Change_physical_water_properties,NA,Physical,NA,Not_applicable,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1422,9367077,Alkylphenols in marine environments: Distribution monitoring strategies and detection considerations,2009,14883931,https://sysrev.com/p/99278/article/14883931,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_water_properties|||Change_chemical_sediment_properties|||Change_contamination_level,NA,Chemical|||Benthos|||Fish,NA,Individual,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1423,9367079,Model-based long-term reconstruction of weather-driven variations in chronic oil pollution along the German North Sea coast,2009,14885812,https://sysrev.com/p/99278/article/14885812,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_chemical_water_properties|||Change_contamination_level,NA,Chemical|||Seabirds,NA,Population,IVb,6,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
1424,9367081,"The fishery for whiteweed, Sertularia cupressina (Cnidaria, Hydrozoa), in the Wadden Sea, Germany: history and anthropogenic effects",2009,14884095,https://sysrev.com/p/99278/article/14884095,TRUE,NA,NA,Review,Direct_exploitation|||Pollution|||Sea_use_change,Fishing_exploitation|||Nutrient_input_N_P|||Coastal_development,NA,Change_biomass_abundance,NA,Benthos,NA,Population,IVb,6,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1425,9367083,"Biased stock assessment when using multiple, hardly overlapping, tuning series if fishing trends vary spatially",2009,14880994,https://sysrev.com/p/99278/article/14880994,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
1426,9367085,The value of information in fisheries management: North Sea herring as an example,2009,14884170,https://sysrev.com/p/99278/article/14884170,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1427,9367091,GEM: a generic ecological model for estuaries and coastal waters,2008,14885970,https://sysrev.com/p/99278/article/14885970,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
