"","nr","pdf_name","title","year","Article ID","Article_URL","Include","Exclusion criteria","Other exclusion criteria","Paper type","Anthropogenic driver(s)","Precision_of_the driver(s)","Precision of the driver(s) if """"other""""","Analyzed impact(s)","Analyzed impact(s) if """"other""""","Nature of the study population","Nature of the population if """"other""""","Organizational level","ICES major location","ICES_medium_location(s)","Habitat_type(s)","Habitat type if """"other""""","Main_methodology","Spatial dimension","Temporal dimension","Solution_investigated","Comment"
"363",508,9364396,"Global change and climate‐driven invasion of the Pacific oyster (Crassostrea gigas) along European coasts: a bioenergetics modelling approach",2015,14881141,"https://sysrev.com/p/99278/article/14881141",TRUE,NA,NA,"Primary_research_article","Climate_change|||Biological_invasion","Temperature|||Non_native_species_introduction",NA,"Change_biomass_abundance|||Change_life_history_traits",NA,"Benthos",NA,"Population","IVa||| IVb|||IVc","2|||4|||5|||6|||7|||Norvegian_coast","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"364",509,9364397,"Assessing seabird displacement at offshore wind farms: power ranges of a monitoring and data handling protocol",2015,14884637,"https://sysrev.com/p/99278/article/14884637",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance",NA,"Seabirds",NA,"Population","IVc","6","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Not_tested",NA
"365",511,9364399,"Surveillance indicators and their use in implementation of the Marine Strategy Framework Directive",2015,14886082,"https://sysrev.com/p/99278/article/14886082",TRUE,NA,NA,"Review","Global_change","Global_change",NA,"Multiple",NA,"All",NA,"Not_applicable","Not_specified","Not_specified","Not_specified",NA,"Review",FALSE,FALSE,"Management",NA
"366",513,9364402,"Modelling the effects of fishing on the North Sea fish community size composition",2016,14886111,"https://sysrev.com/p/99278/article/14886111",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance|||Change_demographic_structure",NA,"Fish",NA,"Community","Not_specified","Not_specified","Not_specified",NA,"Modelling",FALSE,TRUE,"Not_tested",NA
"367",514,9364407,"Effort reduction and the large fish indicator: spatial trends reveal positive impacts of recent European fleet reduction schemes",2015,14882936,"https://sysrev.com/p/99278/article/14882936",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Quantification_driver",NA,"Fish",NA,"Community","IVa||| IVb|||IVc","1|||2|||3|||4|||5|||6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"368",515,9364408,"Fish Species in a Changing World: The Route and Timing of Species Migration between Tropical and Temperate Ecosystems in Eastern Atlantic",2016,14886561,"https://sysrev.com/p/99278/article/14886561",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_distribution",NA,"Fish",NA,"Community","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"369",517,9364411,"Spatial variation of trace metals within intertidal beds of native mussels (Mytilus edulis) and non-native Pacific oysters (Crassostrea gigas): implications for the food web?",2015,14883997,"https://sysrev.com/p/99278/article/14883997",TRUE,NA,NA,"Primary_research_article","Pollution","Metal_substances",NA,"Change_contamination_level",NA,"Benthos",NA,"Individual","IVc","5","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"370",518,9364412,"A centurial development of the North Sea fish megafauna as reflected by the historical Swedish longlining fisheries",2014,14886599,"https://sysrev.com/p/99278/article/14886599",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance|||Quantification_driver",NA,"Fish",NA,"Population","IVa||| IVb","1|||7|||Norvegian_coast","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"371",519,9364413,"Responses of Marine Organisms to Climate Change across Oceans",2016,14881402,"https://sysrev.com/p/99278/article/14881402",TRUE,NA,NA,"Review","Climate_change","Not_specified",NA,"Multiple",NA,"All",NA,"Ecosystem","Not_specified","Not_specified","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"372",520,9364414,"Recent experience with effort management in Europe: Implications for mixed fisheries",2015,14883123,"https://sysrev.com/p/99278/article/14883123",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Incidental_mortality",NA,"Fish",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Management",NA
"373",521,9364416,"The Application of Long-Lived Bivalve Sclerochronology in Environmental Baseline Monitoring",2016,14885600,"https://sysrev.com/p/99278/article/14885600",TRUE,NA,NA,"Primary_research_article","Global_change","Global_change",NA,"Multiple",NA,"Benthos",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Review",FALSE,TRUE,"Not_tested",NA
"374",522,9364417,"Decadal Trends in Polycyclic Aromatic Hydrocarbon (PAH) Contamination Assessed by 1-Hydroxypyrene in Fish Bile Fluid in the Netherlands: Declining in Marine Waters but Still a Concern in Estuaries",2016,14883088,"https://sysrev.com/p/99278/article/14883088",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Change_contamination_level",NA,"Fish",NA,"Individual","IVc","6","Estuary",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"375",523,9364419,"Couplerlib a metadata-driven library for the integration of  multiple models of higher and lower trophic level marine systems with  inexact functional group matching",2016,14884309,"https://sysrev.com/p/99278/article/14884309",TRUE,NA,NA,"Primary_research_article","Climate_change|||Pollution","Nutrient_input_N_P|||Other","climate_change_scenario","Change_biomass_abundance",NA,"Phytoplankton|||Zooplankton|||Fish",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",FALSE,TRUE,"Not_tested",NA
"376",524,9364420,"Seasonal variation in parasite infection patterns of marine fish species from the Northern Wadden Sea in relation to interannual temperature fluctuations",2016,14884721,"https://sysrev.com/p/99278/article/14884721",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_biomass_abundance",NA,"Bacteria_other_microorganisms|||Fish|||Zooplankton",NA,"Community","IVb","6","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Not_tested",NA
"377",526,9364426,"Short-term effect of pulsed direct current on various species of adult fish and its implication in pulse trawling for brown shrimp in the North Sea",2016,14885317,"https://sysrev.com/p/99278/article/14885317",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_physiology|||Other","change_behavioural_response","Fish",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Experiment",FALSE,FALSE,"Management",NA
"378",527,9364427,"Functional composition of epifauna in the south-eastern North Sea in relation to habitat characteristics and fishing effort",2016,14883216,"https://sysrev.com/p/99278/article/14883216",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_diversity|||Change_life_history_traits",NA,"Benthos|||Fish",NA,"Community","IVb|||IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"379",528,9364428,"Short-term effects of fishery exclusion in offshore wind farms on macrofaunal communities in the Belgian part of the North Sea",2016,14882645,"https://sysrev.com/p/99278/article/14882645",TRUE,NA,NA,"Primary_research_article","Direct_exploitation|||Sea_use_change","Fishing_exploitation|||Civil_engineering_works",NA,"Change_biomass_abundance|||Change_diversity",NA,"Benthos",NA,"Community","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,NA,NA
"380",529,9364433,"Rapid macrobenthic recovery after dredging activities in an offshore wind farm in the Belgian part of the North Sea",2014,14881772,"https://sysrev.com/p/99278/article/14881772",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance|||Change_diversity|||Change_physical_sediment_properties",NA,"Benthos|||Physical",NA,"Community","IVc","6","Other","sandbank","Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"381",530,9364434,"Equivocal effects of offshore wind farms in Belgium on soft substrate epibenthos and fish assemblages",2014,14881359,"https://sysrev.com/p/99278/article/14881359",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance|||Change_diversity",NA,"Fish|||Benthos",NA,"Community","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"382",531,9364436,"Succession and seasonal dynamics of the epifauna community on offshore wind farm foundations and their role as stepping stones for non-indigenous species",2015,14885274,"https://sysrev.com/p/99278/article/14885274",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance|||Change_diversity",NA,"Benthos",NA,"Community","IVc","6","Intertidal",NA,"Field_observations_measurement",FALSE,TRUE,"Not_tested",NA
"383",532,9364437,"Seabird avoidance and attraction at an offshore wind farm in the Belgian part of the North Sea",2014,14883602,"https://sysrev.com/p/99278/article/14883602",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance",NA,"Seabirds",NA,"Population","IVc","6","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Not_tested",NA
"384",533,9364439,"Towards a numerical model to simulate the observed displacement of harbour porpoises Phocoena phocoena due to pile driving in Belgian waters",2014,14883696,"https://sysrev.com/p/99278/article/14883696",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance|||Other","Change_behavior","Marine_mammals",NA,"Population","IVc","6","Not_specified",NA,"Field_observations_measurement|||Modelling",TRUE,TRUE,"Not_tested",NA
"385",534,9364446,"Bacterial Community Profiling of Plastic Litter in the Belgian Part of the North Sea",2015,14883768,"https://sysrev.com/p/99278/article/14883768",TRUE,NA,NA,"Primary_research_article","Pollution","Plastic_litter",NA,"Change_diversity|||Change_biomass_abundance",NA,"Bacteria_other_microorganisms",NA,"Community","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"386",535,9364448,"Development and testing of a prototype tool for integrated assessment of chemical status in marine environments",2016,14883592,"https://sysrev.com/p/99278/article/14883592",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Quantification_driver",NA,"Chemical",NA,"Not_applicable","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"387",537,9364450,"Towards a framework for the quantitative assessment of trawling impact on the seabed and benthic ecosystem",2015,14885180,"https://sysrev.com/p/99278/article/14885180",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Destructive_fisheries_seabed",NA,"Change_physical_sediment_properties|||Change_life_history_traits|||Change_biomass_abundance",NA,"Physical|||Benthos",NA,"Community","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"388",538,9364452,"Recent trends in the abundance of plaice Pleuronectes platessa and cod Gadus morhua in shallow coastal waters of the Northeastern Atlantic continental shelf – a review",2016,14886355,"https://sysrev.com/p/99278/article/14886355",TRUE,NA,NA,"Review","Direct_exploitation|||Climate_change|||Pollution","Fishing_exploitation|||Temperature|||Nutrient_input_N_P",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"389",539,9364457,"Potential impacts of climate change on the primary production of regional seas: A comparative analysis of five European seas",2016,14881373,"https://sysrev.com/p/99278/article/14881373",TRUE,NA,NA,"Primary_research_article","Climate_change","Other","climate_change_scenario","Change_biomass_abundance",NA,"Phytoplankton",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"390",541,9364461,"Modelling climate change effects on benthos: Distributional shifts in the North Sea from 2001 to 2099",2016,14882763,"https://sysrev.com/p/99278/article/14882763",TRUE,NA,NA,"Primary_research_article","Climate_change","Other","climate_change_scenario","Change_distribution",NA,"Benthos",NA,"Population","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"391",542,9364464,"Fisheries as a source of marine debris on beaches in the United Kingdom",2016,14884781,"https://sysrev.com/p/99278/article/14884781",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Plastic_litter|||Other_litter",NA,"Quantification_driver",NA,"Chemical",NA,"Not_applicable","IVa||| IVb|||IVc","1|||3|||4|||5","Beach_Dune",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"392",544,9364467,"Adaptation strategies to maintain dunes as flexible coastal flood defense in The Netherlands",2014,14881721,"https://sysrev.com/p/99278/article/14881721",TRUE,NA,NA,"Primary_research_article","Climate_change|||Sea_use_change","Sea_level_rise|||Temperature|||Other_physical_parameter|||Coastal_development",NA,"Coastal_erosion_sedimentation",NA,"Physical",NA,"Not_applicable","IVc","6","Beach_Dune",NA,"Field_observations_measurement",TRUE,TRUE,"Conservation_protection|||Restoration|||Management",NA
"393",545,9364469,"Salt marshes to adapt the flood defences along the Dutch Wadden Sea coast",2015,14881230,"https://sysrev.com/p/99278/article/14881230",TRUE,NA,NA,"Primary_research_article","Climate_change","Sea_level_rise",NA,"Change_extreme_events|||Change_physical_water_properties",NA,"Macropthytes",NA,"Not_applicable","IVc","6","Saltmarsh",NA,"Review",TRUE,FALSE,"Conservation_protection|||Restoration",NA
"394",546,9364477,"Statistical analyses of the results of 25 years of beach litter surveys on the south-eastern North Sea coast",2015,14880942,"https://sysrev.com/p/99278/article/14880942",TRUE,NA,NA,"Primary_research_article","Pollution","Plastic_litter|||Other_litter",NA,"Quantification_driver",NA,"Chemical",NA,"Not_applicable","IVb","6","Beach_Dune",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"395",547,9364478,"Acute toxicity, uptake and accumulation kinetics of nickel in an invasive copepod species: Pseudodiaptomus marinus",2016,14885758,"https://sysrev.com/p/99278/article/14885758",TRUE,NA,NA,"Primary_research_article","Biological_invasion|||Pollution","Metal_substances|||Non_native_species_introduction",NA,"Change_contamination_level|||Change_life_history_traits",NA,"Zooplankton",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Experiment",FALSE,TRUE,"Not_tested",NA
"396",548,9364479,"Mixed fisheries management: Is the ban on discarding likely to promote more selective and fuel efficient fishing in the Dutch flatfish fishery?",2016,14886027,"https://sysrev.com/p/99278/article/14886027",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance|||Change_demographic_structure",NA,"Fish",NA,"Population","IVb|||IVc","2|||4|||5|||6|||7","Not_specified",NA,"Modelling",TRUE,TRUE,"Management",NA
"397",549,9364480,"Could a T90 mesh codend improve selectivity in the Belgian beam trawl fishery?",2016,14885777,"https://sysrev.com/p/99278/article/14885777",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","IVc","6|||5","Not_specified",NA,"Field_observations_measurement",FALSE,FALSE,"Management",NA
"398",550,9364484,"Marine biodegradation of crude oil in temperate and Arctic water samples",2015,14884057,"https://sysrev.com/p/99278/article/14884057",TRUE,NA,NA,"Primary_research_article","Pollution","Oils_hydrocarbons_related",NA,"Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVb","7","Not_specified",NA,"Experiment|||Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"399",553,9364495,"The EU landing obligation and European small-scale fisheries: What are the odds for success?",2016,14885424,"https://sysrev.com/p/99278/article/14885424",TRUE,NA,NA,"Review","Direct_exploitation","Fishing_exploitation|||Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance",NA,"Fish|||Benthos",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Review",TRUE,FALSE,"Management",NA
"400",554,9364497,"Pacific oysters, Crassostrea gigas, established in Scotland",2014,14885057,"https://sysrev.com/p/99278/article/14885057",TRUE,NA,NA,"Primary_research_article","Biological_invasion","Non_native_species_introduction",NA,"Other","new_occurences","Benthos",NA,"Individual","IVb","4|||3","Intertidal",NA,"Field_observations_measurement",FALSE,FALSE,"Not_tested",NA
"401",555,9364500,"A meta‐analysis of haddock size‐selection data",2014,14883587,"https://sysrev.com/p/99278/article/14883587",TRUE,NA,NA,"Meta_analysis","Direct_exploitation","Fishing_exploitation",NA,"Quantification_driver",NA,"Fish",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Meta_analysis",FALSE,TRUE,"Management",NA
"402",557,9364506,"Current and Potential Threats to Nordic Duck Populations — A Horizon Scanning Exercise",2015,14882471,"https://sysrev.com/p/99278/article/14882471",TRUE,NA,NA,"Review","Global_change","Global_change",NA,"Change_biomass_abundance",NA,"Seabirds",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"403",558,9364513,"New trophic indicators and target values for an ecosystem-based management of fisheries",2016,14882597,"https://sysrev.com/p/99278/article/14882597",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_trophic_functioning|||Change_biomass_abundance",NA,"All",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Management",NA
"404",559,9364515,"In situ observations of suspended particulate matter plumes at an offshore wind farm, southern North Sea",2015,14884789,"https://sysrev.com/p/99278/article/14884789",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_physical_water_properties",NA,"Physical",NA,"Not_applicable","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"405",560,9364518,"Seabirds, gyres and global trends in plastic pollution",2015,14881355,"https://sysrev.com/p/99278/article/14881355",TRUE,NA,NA,"Primary_research_article","Pollution","Plastic_litter",NA,"Change_chemical_water_properties|||Change_contamination_level",NA,"Chemical|||Seabirds",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"406",561,9364519,"Projecting effects of climate change on marine systems: is the mean all that matters?",2016,14886414,"https://sysrev.com/p/99278/article/14886414",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_physiology",NA,"Phytoplankton",NA,"Community","IVb","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"407",562,9364521,"A benchmarking and assessment framework to operationalise ecological indicators based on time series analysis",2015,14883918,"https://sysrev.com/p/99278/article/14883918",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance|||Change_life_history_traits",NA,"Fish",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Not_tested",NA
"408",565,9364533,"Three‐dimensional tracking of a wide‐ranging marine predator: flight heights and vulnerability to offshore wind farms",2015,14882821,"https://sysrev.com/p/99278/article/14882821",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance|||Other","Change behaviour","Seabirds",NA,"Individual","IVa||| IVb","3|||4","Other","Offshore wind farms","Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"409",566,9364534,"Alternative and Legacy Perfluoroalkyl Substances: Differences between European and Chinese River/Estuary Systems",2015,14882308,"https://sysrev.com/p/99278/article/14882308",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVb|||IVc","6","Estuary",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"410",567,9364535,"Distribution of brominated flame retardants and dechloranes between sediments and benthic fish — A comparison of a freshwater and marine habitat",2016,14886192,"https://sysrev.com/p/99278/article/14886192",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Change_contamination_level|||Change_chemical_sediment_properties",NA,"Fish|||Chemical",NA,"Individual","IVb","6","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"411",568,9364540,"Introduction to the Assessment—Characteristics of the Region",2016,14883897,"https://sysrev.com/p/99278/article/14883897",TRUE,NA,NA,"Book_chapter","Global_change","Global_change",NA,"Multiple",NA,"All",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"412",569,9364544,"North Sea Region Climate Change Assessment",2016,14882049,"https://sysrev.com/p/99278/article/14882049",TRUE,NA,NA,"Book_chapter","Climate_change","Not_specified",NA,"Multiple",NA,"All",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Review",TRUE,TRUE,"Management|||Conservation_protection|||Restoration",NA
"413",571,9364549,"Multidecadal Field Data Support Intimate Links between Phytoplankton Dynamics and PCB Concentrations in Marine Sediments and Biota",2015,14881326,"https://sysrev.com/p/99278/article/14881326",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Change_biomass_abundance|||Change_chemical_sediment_properties|||Change_contamination_level",NA,"Phytoplankton|||Chemical|||Benthos",NA,"Population","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Field_observations_measurement|||Modelling",FALSE,TRUE,"Not_tested",NA
"414",572,9364556,"Underwater Noise from a Wave Energy Converter Is Unlikely to Affect Marine Mammals",2015,14882621,"https://sysrev.com/p/99278/article/14882621",TRUE,NA,NA,"Primary_research_article","Pollution","Other","noise","Change_physical_water_properties",NA,"Physical",NA,"Not_applicable","IVb","7","Not_specified",NA,"Field_observations_measurement",FALSE,FALSE,"Not_tested",NA
"415",573,9364561,"Presence of microplastics and nanoplastics in food, with particular focus on seafood",2016,14884756,"https://sysrev.com/p/99278/article/14884756",TRUE,NA,NA,"Report","Pollution","Plastic_litter",NA,"Plastic_ingestion",NA,"Benthos|||Fish",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"416",574,9364562,"Advanced PAH pollution monitoring by bivalves",2015,14883844,"https://sysrev.com/p/99278/article/14883844",TRUE,NA,NA,"Review","Pollution","Oils_hydrocarbons_related",NA,"Change_contamination_level|||Change_physiology",NA,"Benthos",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"417",577,9364567,"Bio-economic modelling for marine spatial planning application in North Sea shrimp and flatfish fisheries",2015,14885893,"https://sysrev.com/p/99278/article/14885893",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Quantification_driver|||Change_biomass_abundance",NA,"Fish",NA,"Population","IVb|||IVc","2|||4|||5|||6|||7","Not_specified",NA,"Modelling",TRUE,TRUE,"Management|||Conservation_protection",NA
"418",578,9364570,"Climate change‐related regime shifts have altered spatial synchrony of plankton dynamics in the North Sea",2016,14885731,"https://sysrev.com/p/99278/article/14885731",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature|||Other_physical_parameter","Wind_speed","Change_biomass_abundance|||Change_phenology",NA,"Phytoplankton|||Zooplankton",NA,"Community","IVa||| IVb","1|||2|||3|||4|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"419",579,9364574,"Discarding of cod in the Danish Fully Documented Fisheries trials",2015,14886518,"https://sysrev.com/p/99278/article/14886518",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance",NA,"Fish",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Management",NA
"420",580,9364576,"High-grading and over-quota discarding in mixed fisheries",2015,14886367,"https://sysrev.com/p/99278/article/14886367",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch","discards","Change_biomass_abundance",NA,"Fish",NA,"Population","IVa||| IVb|||IVc","3|||6|||7|||5|||2","Not_specified",NA,"Review|||Modelling",TRUE,TRUE,"Management",NA
"421",582,9364582,"An analysis of dorsal edge markings in short-beaked common dolphins (Delphinus delphis) from the Bay of Gibraltar and the Moray Firth",2015,14882543,"https://sysrev.com/p/99278/article/14882543",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Other","Injuries","Marine_mammals",NA,"Individual","IVa","1","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"422",583,9364583,"Environmental Impacts—Marine Ecosystems",2016,14881737,"https://sysrev.com/p/99278/article/14881737",TRUE,NA,NA,"Book_chapter","Climate_change","Not_specified",NA,"Multiple",NA,"Phytoplankton|||Zooplankton|||Benthos|||Fish|||Marine_mammals|||Seabirds",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"423",584,9364591,"Examining common assumptions about recruitment: a meta‐analysis of recruitment dynamics for worldwide marine fisheries",2014,14883921,"https://sysrev.com/p/99278/article/14883921",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Meta_analysis",TRUE,TRUE,"Management",NA
"424",585,9364592,"Predicting the spread of marine species introduced by global shipping",2016,14884650,"https://sysrev.com/p/99278/article/14884650",TRUE,NA,NA,"Primary_research_article","Sea_use_change|||Climate_change","Non_native_species_introduction|||Temperature",NA,"Change_Harmful_algal_blooms|||Change_distribution|||Change_toxins",NA,"Phytoplankton|||Macropthytes",NA,"Community","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"425",586,9364593,"Impact of ocean acidification on thermal tolerance and acid–base regulation of Mytilus edulis (L.) from the North Sea",2015,14882580,"https://sysrev.com/p/99278/article/14882580",TRUE,NA,NA,"Primary_research_article","Climate_change","pH",NA,"Change_physiology",NA,"Benthos",NA,"Individual","IVb","6","Not_specified",NA,"Experiment",FALSE,TRUE,"Not_tested",NA
"426",587,9364594,"Modelling the combined impacts of climate change and direct anthropogenic drivers on the ecosystem of the northwest European continental shelf",2015,14886386,"https://sysrev.com/p/99278/article/14886386",TRUE,NA,NA,"Primary_research_article","Climate_change|||Global_change","Other|||Global_change","climate_change_scenario","Multiple",NA,"Zooplankton|||Phytoplankton|||Benthos|||Chemical",NA,"Ecosystem","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"427",588,9364596,"Individual specialization on fishery discards by lesser black-backed gulls (Larus fuscus)",2015,14885227,"https://sysrev.com/p/99278/article/14885227",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Other","Change_behaviour","Seabirds",NA,"Individual","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"428",589,9364598,"Evaluation of marine subareas of Europe using life history parameters and trophic levels of selected fish populations",2015,14881590,"https://sysrev.com/p/99278/article/14881590",TRUE,NA,NA,"Primary_research_article","Global_change","Global_change",NA,"Change_biomass_abundance|||Change_life_history_traits|||Change_trophic_functioning",NA,"Fish",NA,"Community","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"429",590,9364605,"Adverse consequences of stock recovery: European hake, a new “choke” species under a discard ban?",2014,14882286,"https://sysrev.com/p/99278/article/14882286",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","whole_North_Sea","1|||2|||3|||4|||5|||6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Management",NA
