"","nr","pdf_name","title","year","Article ID","Article_URL","Include","Exclusion criteria","Other exclusion criteria","Paper type","Anthropogenic driver(s)","Precision_of_the driver(s)","Precision of the driver(s) if """"other""""","Analyzed impact(s)","Analyzed impact(s) if """"other""""","Nature of the study population","Nature of the population if """"other""""","Organizational level","ICES major location","ICES_medium_location(s)","Habitat_type(s)","Habitat type if """"other""""","Main_methodology","Spatial dimension","Temporal dimension","Solution_investigated","Comment"
"260",992,9365763,"Conservation physiology across scales: insights from the marine realm",2014,14885825,"https://sysrev.com/p/99278/article/14885825",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"261",994,9365765,"A review of strategies to monitor water and sediment quality for a sustainability assessment of marine environment",2013,14884449,"https://sysrev.com/p/99278/article/14884449",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"262",995,9365770,"A glimpse into the future composition of marine phytoplankton communities",2014,14884993,"https://sysrev.com/p/99278/article/14884993",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","temperate (45.5–49.5 ◦ N, 10.5–20.5 ◦ W)"
"263",1003,9365785,"Meta‐analysis reveals lower genetic diversity in overfished populations",2013,14885841,"https://sysrev.com/p/99278/article/14885841",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"264",1014,9365834,"A NEW APPROACH TO CALCULATE EXTREME STORM SURGES",2011,14883222,"https://sysrev.com/p/99278/article/14883222",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"265",1019,9365859,"Functional responses and scaling in predator-prey interactions of marine fishes: contemporary issues and emerging concepts: Predator-prey interactions in marine systemsis",2011,14880930,"https://sysrev.com/p/99278/article/14880930",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"266",1029,9365897,"Characteristics of digestive enzymes of calanoid copepod species from different latitudes in relation to temperature, pH and food",2012,14884960,"https://sysrev.com/p/99278/article/14884960",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"267",1033,9365907,"Challenges and opportunities for fleet- and métier-based approaches for fisheries management under the European Common Fishery Policy",2012,14883466,"https://sysrev.com/p/99278/article/14883466",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"268",1036,9365916,"Modelling commercial fish distributions: Prediction and assessment using different approaches",2012,14886503,"https://sysrev.com/p/99278/article/14886503",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",1041,9365944,"Evidence for a progressively earlier pupping season of the common seal (Phoca vitulina) in the Wadden Sea",2011,14886003,"https://sysrev.com/p/99278/article/14886003",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"270",1042,9365953,"Oil spill characterization with multi-polarization C- and X-band SAR",2012,14883197,"https://sysrev.com/p/99278/article/14883197",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"271",1044,9365961,"Establishing the Resilience of a Coastal-marine Social-ecological System to the Installation of Offshore Wind Farms",2012,14884471,"https://sysrev.com/p/99278/article/14884471",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"272",1049,9365976,"Modelling large-scale carbon dioxide injection into the Bunter Sandstone in the UK Southern North Sea",2012,14883297,"https://sysrev.com/p/99278/article/14883297",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"273",1050,9365981,"Effects of chronic exposure to the aqueous fraction of produced water on growth, detoxification and immune factors of Atlantic cod",2012,14883949,"https://sysrev.com/p/99278/article/14883949",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"274",1053,9365987,"A review of spatial and temporal variation in grey and common seal diet in the United Kingdom and Ireland",2012,14885881,"https://sysrev.com/p/99278/article/14885881",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"275",1054,9365990,"Are two resources really better than one? Some unexpected results of the availability of substitutes",2011,14883537,"https://sysrev.com/p/99278/article/14883537",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"276",1057,9365999,"Hydrocarbon Contamination Decreases Mating Success in a Marine Planktonic Copepod",2011,14881793,"https://sysrev.com/p/99278/article/14881793",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"277",1058,9366000,"Below- and above-ground vertebrate herbivory and abiotic factors alternate in shaping salt-marsh plant communities",2012,14882124,"https://sysrev.com/p/99278/article/14882124",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"278",1061,9366006,"Beyond the Catch: Fisheries of the North Atlantic, the North Sea and the Baltic, 900–1850. Edited by Louis Sicking and Darlene Abreu-Ferreira. Pp. xx, 422. ISBN: 9789004169739. Leiden: Brill Academic Press, 2009. €134.00.",2011,14885279,"https://sysrev.com/p/99278/article/14885279",FALSE,"Not_right_time_period",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"279",1064,9366017,"Integrated coastal monitoring of a gas processing plant using native and caged mussels",2012,14884405,"https://sysrev.com/p/99278/article/14884405",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"280",1069,9366028,"Groundwater salinisation in the Wadden Sea area of the Netherlands: quantifying the effects of climate change, sea-level rise and anthropogenic interferences",2012,14884140,"https://sysrev.com/p/99278/article/14884140",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",1075,9366047,"Biogeochemical cycles in sediment and water column of the Wadden Sea: The example Spiekeroog Island in a regional context",2012,14881002,"https://sysrev.com/p/99278/article/14881002",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","Climate change only in discussion"
"282",1078,9366058,"Comparing the seasonal survival of resident and migratory oystercatchers: carry‐over effects of habitat quality and weather conditions",2012,14881241,"https://sysrev.com/p/99278/article/14881241",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"283",1081,9366064,"Understanding the cultural historical value of the Wadden Sea region. The co-evolution of environment and society in the Wadden Sea area in the Holocene up until early modern times (11,700 BC–1800 AD): An outline",2012,14885588,"https://sysrev.com/p/99278/article/14885588",FALSE,"Not_right_time_period",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"284",1082,9366066,"Scenarios as a tool for supporting policy-making for the Wadden Sea",2012,14884986,"https://sysrev.com/p/99278/article/14884986",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"285",1083,9366070,"Foam in the aquatic environment",2011,14884372,"https://sysrev.com/p/99278/article/14884372",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"286",1085,9366076,"Windows of change: temporal scale of analysis is decisive to detect ecosystem responses to climate change",2012,14885049,"https://sysrev.com/p/99278/article/14885049",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"287",1086,9366079,"Spatially Extended Habitat Modification by Intertidal Reef-Building Bivalves has Implications for Consumer-Resource Interactions",2012,14884386,"https://sysrev.com/p/99278/article/14884386",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"288",1087,9366081,"Changes in the phytoplankton community at Helgoland, North Sea: lessons from single spot time series analyses",2012,14881648,"https://sysrev.com/p/99278/article/14881648",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"289",1089,9366083,"Winter atmospheric circulation signature for the timing of the spring bloom of diatoms in the North Sea",2012,14885597,"https://sysrev.com/p/99278/article/14885597",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"290",1090,9366084,"Inclusion of discard assessment indicators in fisheries life cycle assessment studies. Expanding the use of fishery-specific impact categories",2012,14886510,"https://sysrev.com/p/99278/article/14886510",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"291",1092,9366097,"Marine conservation in a rapidly changing world",2012,14881019,"https://sysrev.com/p/99278/article/14881019",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"292",1107,9366133,"21st century fisheries management: a spatio-temporally explicit tariff-based approach combining multiple drivers and incentivising responsible fishing",2012,14883691,"https://sysrev.com/p/99278/article/14883691",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"293",1110,9366138,"A generalized approach for simulating growth and development in diverse marine copepod species",2011,14885103,"https://sysrev.com/p/99278/article/14885103",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"294",1112,9366148,"UV‐radiation and elevated temperatures induce formation of reactive oxygen species in gametophytes of cold‐temperate/Arctic kelps (Laminariales, Phaeophyceae)",2011,14881572,"https://sysrev.com/p/99278/article/14881572",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"295",1113,9366149,"Morphodynamics of the Wadden Sea and its barrier island system",2012,14884806,"https://sysrev.com/p/99278/article/14884806",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"296",1115,9366153,"Comparison of biogenic methane emissions from unmanaged estuaries, lakes, oceans, rivers and wetlands",2012,14882296,"https://sysrev.com/p/99278/article/14882296",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"297",1129,9366202,"Historical spatial baselines in conservation and management of marine resources: Historical spatial structure of a marine species",2010,14883278,"https://sysrev.com/p/99278/article/14883278",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"298",1150,9366252,"Garrett Hardin, The Tragedy of the Commons and the Firth of Forth",2011,14881685,"https://sysrev.com/p/99278/article/14881685",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"299",1151,9366254,"Long‐term patterns in harbour seal site‐use and the consequences for managing protected areas",2011,14886454,"https://sysrev.com/p/99278/article/14886454",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",1152,9366262,"Infection of North Sea cod, Gadus morhua L., larvae with the parasitic nematode Hysterothylacium aduncum Rudolphi",2011,14884552,"https://sysrev.com/p/99278/article/14884552",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"301",1159,9366281,"Changes in North Sea macrofauna communities and species distribution between 1986 and 2000",2011,14881733,"https://sysrev.com/p/99278/article/14881733",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"302",1160,9366282,"Temperature effects on female maturation in a temperate marine fish",2011,14881725,"https://sysrev.com/p/99278/article/14881725",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"303",1167,9366298,"Fisheries, food security, climate change, and biodiversity: characteristics of the sector and perspectives on emerging issues",2011,14882526,"https://sysrev.com/p/99278/article/14882526",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"304",1168,9366304,"Short Review of the Eco-geography of Crangon",2012,14884909,"https://sysrev.com/p/99278/article/14884909",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"305",1171,9366313,"Rare earth elements in the Rhine River, Germany: First case of anthropogenic lanthanum as a dissolved microcontaminant in the hydrosphere",2011,14886533,"https://sysrev.com/p/99278/article/14886533",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"306",1179,9366328,"Evaluating the suitability of coupled biophysical models for fishery management",2011,14883650,"https://sysrev.com/p/99278/article/14883650",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"307",1181,9366332,"Interpreting the expansion of sea fishing in medieval Europe using stable isotope analysis of archaeological cod bones",2011,14884384,"https://sysrev.com/p/99278/article/14884384",FALSE,"Not_right_time_period",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"308",1182,9366333,"The tower of Babel: Different perceptions and controversies on change and status of North Sea fish stocks in multi-stakeholder settings",2010,14885791,"https://sysrev.com/p/99278/article/14885791",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"309",1185,9366341,"Modelling the dispersion of wastewater discharges from offshore outfalls: a review",2011,14885188,"https://sysrev.com/p/99278/article/14885188",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"310",1188,9366350,"Is there evidence for a shift in fish growth and recruitment success linked to climate change?",2010,14884599,"https://sysrev.com/p/99278/article/14884599",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"311",1194,9366362,"Development of a multi-residue analytical method, based on liquid chromatography–tandem mass spectrometry, for the simultaneous determination of 46 micro-contaminants in aqueous samples",2010,14884425,"https://sysrev.com/p/99278/article/14884425",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"312",1199,9366382,"Fishing-induced evolution and changing reproductive ecology of fish: the evolution of steepness",2010,14881228,"https://sysrev.com/p/99278/article/14881228",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"313",1209,9366418,"Investigations of Thyroid and Stress Hormones in Free-Ranging and Captive Harbor Porpoises (Phocoena phocoena): A Pilot Study",2011,14881170,"https://sysrev.com/p/99278/article/14881170",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","In table 2 it says from Baltic"
"314",1211,9366421,"Nitrogen cycling in a hypothetical scenario of generalised organic agriculture in the Seine, Somme and Scheldt watersheds",2010,14883113,"https://sysrev.com/p/99278/article/14883113",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"315",1219,9366447,"Application of CART in ecological landscape mapping: Two case studies",2011,14883781,"https://sysrev.com/p/99278/article/14883781",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"316",1222,9366450,"Climate, plankton and cod",2010,14881117,"https://sysrev.com/p/99278/article/14881117",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",1225,9366454,"Individual responses of seabirds to commercial fisheries revealed using GPS tracking, stable isotopes and vessel monitoring systems",2010,14881812,"https://sysrev.com/p/99278/article/14881812",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"318",1231,9366472,"Climatic and oceanic influences on the abundance of gelatinous zooplankton in the North Sea",2009,14886313,"https://sysrev.com/p/99278/article/14886313",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"319",1232,9366475,"A polyphasic approach for the differentiation of environmental Vibrio isolates from temperate waters: Vibrio parahaemolyticus in the North Sea",2010,14881800,"https://sysrev.com/p/99278/article/14881800",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",1238,9366496,"Near-shore wind power—Protected seascapes, environmentalists’ attitudes, and the technocratic planning perspective",2010,14884379,"https://sysrev.com/p/99278/article/14884379",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"321",1240,9366498,"Wintering areas of adult Atlantic puffins Fratercula arctica from a North Sea colony as revealed by geolocation technology",2009,14883954,"https://sysrev.com/p/99278/article/14883954",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"322",1243,9366511,"Integrating vessel monitoring systems (VMS) data with daily catch data from logbooks to explore the spatial distribution of catch and effort at high resolution",2010,14881784,"https://sysrev.com/p/99278/article/14881784",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"323",1248,9366517,"Combining time trends in multiple metrics for identifying persistent changes in population processes or environmental stressors",2010,14885695,"https://sysrev.com/p/99278/article/14885695",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"324",1251,9366523,"Influence of moderate and severe hypoxia on the diurnal activity pattern of lesser sandeel Ammodytes tobianus",2010,14885624,"https://sysrev.com/p/99278/article/14885624",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"325",1254,9366537,"The Norwegian plan for integrated ecosystem-based management of the marine environment in the Norwegian Sea",2011,14881438,"https://sysrev.com/p/99278/article/14881438",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"326",1255,9366538,"Response of intertidal populations to climate: Effects of extreme events versus long term change",2011,14886056,"https://sysrev.com/p/99278/article/14886056",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"327",1256,9366542,"Microbial diversity of an oil-water processing site and its associated oil field: the possible role of microorganisms as information carriers from oil-associated environments",2010,14885608,"https://sysrev.com/p/99278/article/14885608",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"328",1259,9366552,"Warming effects on marine microbial food web processes: how far can we go when it comes to predictions?",2010,14885470,"https://sysrev.com/p/99278/article/14885470",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"329",1262,9366561,"Modelling fishing-induced adaptations and consequences for natural mortality",2010,14885123,"https://sysrev.com/p/99278/article/14885123",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"330",1264,9366568,"Range shifts and species diversity in marine ecosystem engineers: patterns and predictions for European sedimentary habitats",2010,14883051,"https://sysrev.com/p/99278/article/14883051",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","Expansion into North Sea mentioned as prediction but not tested"
"331",1269,9366583,"Temporal change in UK marine communities: trends or regime shifts?",2011,14881947,"https://sysrev.com/p/99278/article/14881947",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"332",1272,9366591,"Combining hydroacoustic seabed survey and grab sampling techniques to assess “local” sandeel population abundance",2010,14883845,"https://sysrev.com/p/99278/article/14883845",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"333",1278,9366605,"Effects of sedimentation from water-based drill cuttings and natural sediment on benthic macrofaunal community structure and ecosystem processes",2010,14884415,"https://sysrev.com/p/99278/article/14884415",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"334",1282,9366614,"The use of biotopes in assessing the environmental quality of tidal estuaries in Europe",2010,14883857,"https://sysrev.com/p/99278/article/14883857",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"335",1284,9366622,"Synchrony in marine growth among Atlantic salmon (Salmo salar) populations",2011,14883623,"https://sysrev.com/p/99278/article/14883623",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"336",1296,9366648,"Carbon Dioxide and Methane Dynamics in Estuaries",2011,14886050,"https://sysrev.com/p/99278/article/14886050",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"337",1299,9366657,"Intraguild predation between the native North Sea jellyfish Cyanea capillata and the invasive ctenophore Mnemiopsis leidyi",2010,14881086,"https://sysrev.com/p/99278/article/14881086",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"338",1300,9366661,"Solving complex fisheries management problems: What the EU can learn from the Nordic experiences of reduction of discards",2011,14881952,"https://sysrev.com/p/99278/article/14881952",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"339",1301,9366662,"Natura 2000 and the European Common Fisheries Policy",2011,14881743,"https://sysrev.com/p/99278/article/14881743",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"340",1304,9366677,"Spectral optical monitoring of nitrate in inland and seawater with miniaturized optical components",2011,14882100,"https://sysrev.com/p/99278/article/14882100",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"341",1305,9366678,"Are the ecological impacts of alien species misrepresented? A review of the “native good, alien bad” philosophy",2010,14886515,"https://sysrev.com/p/99278/article/14886515",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"342",1306,9366680,"Earlier pupping in harbour seals, Phoca vitulina",2010,14884689,"https://sysrev.com/p/99278/article/14884689",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","driver not tested"
"343",1310,9366690,"Realized habitats of early-stage North Sea herring: looking for signals of environmental change",2010,14883579,"https://sysrev.com/p/99278/article/14883579",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"344",1322,9366728,"An endogenous bioeconomic optimization algorithm to evaluate recovery plans: an application to southern hake",2010,14882464,"https://sysrev.com/p/99278/article/14882464",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"345",1326,9366745,"Sensitivity analysis of the two dimensional application of the Generic Ecological Model (GEM) to algal bloom prediction in the North Sea",2010,14884196,"https://sysrev.com/p/99278/article/14884196",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
